univeristy_name,course_type,univeristy_code,course,key,course_code
The University of Aberdeen,5FT Hon MA,A20,Hispanic Studies and Religious Studies,A20-VR64,VR64
The University of Aberdeen,5FT Hon MA,A20,Hispanic Studies and Sociology,A20-RL43,RL43
The University of Aberdeen,4FT Hon MA,A20,Hispanic Studies and Sociology,A20-RLK3,RLK3
The University of Aberdeen,5FT Hon MA,A20,Hispanic Studies with Music Studies,A20-R4W3,R4W3
The University of Aberdeen,4FT Hon MA,A20,Hispanic Studies with Music Studies,A20-R4WH,R4WH
The University of Aberdeen,4FT Hon MA,A20,History,A20-V100,V100
The University of Aberdeen,4FT Hon MA,A20,History and History of Art,A20-VV13,VV13
The University of Aberdeen,4FT Hon MA,A20,History and International Relations,A20-VLC2,VLC2
The University of Aberdeen,4FT Hon MA,A20,History and Language & Linguistics,A20-VQ11,VQ11
The University of Aberdeen,4FT Hon MA,A20,History and Legal Studies,A20-VM12,VM12
The University of Aberdeen,4FT Hon MA,A20,History and Literature in a World Context,A20-VQ12,VQ12
The University of Aberdeen,4FT Hon MA,A20,History and Management Studies,A20-NV21,NV21
The University of Aberdeen,4FT Hon MA,A20,History and Mathematics,A20-VG11,VG11
The University of Aberdeen,4FT Hon MA,A20,History and Philosophy,A20-VV15,VV15
The University of Aberdeen,4FT Hon MA,A20,History and Politics,A20-VL12,VL12
The University of Aberdeen,4FT Hon MA,A20,History and Religious Studies,A20-VV16,VV16
The University of Aberdeen,4FT Hon MA,A20,History and Scandinavian Studies,A20-VR16,VR16
The University of Aberdeen,4FT Hon MA,A20,History and Sociology,A20-VL13,VL13
The University of Aberdeen,4FT Hon MA,A20,History of Art,A20-V350,V350
The University of Aberdeen,4FT Hon MA,A20,History of Art and Language & Linguistics,A20-VQ31,VQ31
The University of Aberdeen,4FT Hon MA,A20,History of Art and Literature in a World Context,A20-VQ32,VQ32
The University of Aberdeen,4FT Hon MA,A20,History of Art and Philosophy,A20-VV35,VV35
The University of Aberdeen,4FT Hon MA,A20,History of Art and Politics,A20-VL32,VL32
The University of Aberdeen,4FT Hon MA,A20,History of Art and Religious Studies,A20-VV36,VV36
The University of Aberdeen,4FT Hon MA,A20,History of Art with Music Studies,A20-V3W3,V3W3
The University of Aberdeen,4FT Hon MA,A20,History with Music Studies,A20-V1W3,V1W3
The University of Aberdeen,5FT Hon MSci,A20,Human Embryology and Dev Biology with Ind Place,A20-CC7C,CC7C
The University of Aberdeen,4FT Hon BSc,A20,Human Embryology and Developmental Biology,A20-CC71,CC71
The University of Aberdeen,4FT Hon BSc,A20,Immunology,A20-C552,C552
The University of Aberdeen,4FT Hon BSc,A20,Immunology and Pharmacology,A20-BC25,BC25
The University of Aberdeen,5FT Hon MSci,A20,Immunology and Pharmacology with Ind Placement,A20-BC2M,BC2M
The University of Aberdeen,5FT Hon MSci,A20,Immunology with Industrial Placement,A20-C550,C550
The University of Aberdeen,4FT/3FT Hon/Ord BSc,A20,Information Systems,A20-G503,G503
The University of Aberdeen,4FT Hon MA,A20,Information Systems and Management,A20-GN52,GN52
The University of Aberdeen,5FT Hon MSci,A20,Information Systems with Industrial Placement,A20-G504,G504
The University of Aberdeen,4FT Hon MA,A20,Int Relations and Language & Linguistics,A20-LQ21,LQ21
The University of Aberdeen,4FT Hon MA,A20,International Relations and Legal Studies,A20-MLC2,MLC2
The University of Aberdeen,4FT Hon MA,A20,International Relations and Management Studies,A20-LNF2,LNF2
The University of Aberdeen,4FT Hon MA,A20,International Relations and Philosophy,A20-VLM2,VLM2
The University of Aberdeen,4FT Hon MA,A20,International Relations and Religious Studies,A20-VL62,VL62
The University of Aberdeen,4FT Hon MA,A20,International Relations and Sociology,A20-LLF3,LLF3
The University of Aberdeen,4FT Hon MA,A20,Intntl Relations and Literature in World Context,A20-LQ22,LQ22
The University of Aberdeen,4FT Hon MA,A20,Lang & Linguistics and Lit in a World Context,A20-QQ12,QQ12
The University of Aberdeen,4FT/3FT Hon/Ord MA,A20,Language & Linguistics,A20-Q190,Q190
The University of Aberdeen,4FT Hon MA,A20,Language & Linguistics and Philosophy,A20-QV15,QV15
The University of Aberdeen,4FT Hon MA,A20,Language & Linguistics and Religious Studies,A20-QV16,QV16
The University of Aberdeen,4FT Hon MA,A20,Language & Linguistics and Sociology,A20-QL13,QL13
The University of Aberdeen,4FT Hon MA,A20,Languages and Literature of Scotland,A20-QQ52,QQ52
The University of Aberdeen,3FT/4FT Ord/Hon LLB,A20,Law,A20-M114,M114
The University of Aberdeen,2FT Hon LLB,A20,Law - Accelerated (Graduates only),A20-M115,M115
The University of Aberdeen,4FT/5FT Ord/Hon LLB,A20,Law with Belgian Law,A20-M120,M120
The University of Aberdeen,4FT/5FT Ord/Hon LLB,A20,Law with European Legal Studies,A20-M127,M127
The University of Aberdeen,4FT/5FT Ord/Hon LLB,A20,Law with French Law,A20-M121,M121
The University of Aberdeen,4FT/5FT Ord/Hon LLB,A20,Law with German Law,A20-M123,M123
The University of Aberdeen,3FT/4FT Ord/Hon LLB,A20,Law with options in Accountancy,A20-M1N4,M1N4
The University of Aberdeen,3FT/4FT Ord/Hon LLB,A20,Law with options in Economics,A20-M1L1,M1L1
The University of Aberdeen,3FT/4FT Ord/Hon LLB,A20,Law with options in French,A20-M125,M125
The University of Aberdeen,3FT/4FT Ord/Hon LLB,A20,Law with options in Gaelic Language,A20-M128,M128
The University of Aberdeen,3FT/4FT Ord/Hon LLB,A20,Law with options in German,A20-M124,M124
The University of Aberdeen,3FT/4FT Ord/Hon LLB,A20,Law with options in Management Studies,A20-M1N2,M1N2
University of Abertay Dundee,3FT Hon BA,A30,Accounting with Finance,A30-N4N3,N4N3
University of Abertay Dundee,4FT Hon BSc,A30,Behavioural Science,A30-C890,C890
University of Abertay Dundee,4FT Hon BSc,A30,Biomedical Sciences,A30-B901,B901
University of Abertay Dundee,4FT Hon BSc,A30,Biotechnology,A30-C930,C930
University of Abertay Dundee,2FT Hon BA,A30,Business Administration (Top-Up),A30-N200,N200
University of Abertay Dundee,2FT Dip DipHE,A30,Business and Management,A30-N102,N102
University of Abertay Dundee,4SW Hon BA,A30,Business Studies - (Marketing),A30-N100,N100
University of Abertay Dundee,4FT Hon BSc,A30,Civil Engineering,A30-H202,H202
University of Abertay Dundee,2FT Dip DipHE,A30,Civil Engineering Studies,A30-H203,H203
University of Abertay Dundee,4FT Hon BA,A30,Computer Arts,A30-GW42,GW42
University of Abertay Dundee,4FT Hon BSc,A30,Computer Game Applications Development,A30-G450,G450
University of Abertay Dundee,4FT Hon BSc,A30,Computer Games Technology,A30-G470,G470
University of Abertay Dundee,4FT Hon BSc,A30,Computing - (Computing & Networks),A30-G400,G400
University of Abertay Dundee,2FT Dip DipHE,A30,Computing and Information Technology,A30-G402,G402
University of Abertay Dundee,2FT Hon BA,A30,Creative Sound Production (Top-Up),A30-JG94,JG94
University of Abertay Dundee,4FT Hon BA,A30,Criminological Studies,A30-M930,M930
University of Abertay Dundee,4FT Hon BSc,A30,Digital Forensics,A30-GF54,GF54
University of Abertay Dundee,2FT Hon BSc,A30,Engineering Systems (Top-Up),A30-H650,H650
University of Abertay Dundee,4FT Hon BSc,A30,Ethical Hacking and Countermeasures,A30-GG45,GG45
University of Abertay Dundee,2FT Hon BA,A30,European Business Law (Top-Up),A30-M120,M120
University of Abertay Dundee,2FT Hon BA,A30,European Economy and Management (Top-Up),A30-LN12,LN12
University of Abertay Dundee,4FT Hon BA,A30,Finance and Business,A30-NN13,NN13
University of Abertay Dundee,4FT Hon BSc,A30,Food and Consumer Sciences,A30-DN69,DN69
University of Abertay Dundee,2FT Dip DipHE,A30,Food and Consumer Studies,A30-DN4X,DN4X
University of Abertay Dundee,4FT Hon BSc,A30,Food Product Design,A30-D610,D610
University of Abertay Dundee,4FT Hon BSc,A30,Food Science and Technology,A30-D691,D691
University of Abertay Dundee,4FT Hon BSc,A30,"Food, Nutrition and Health",A30-BD46,BD46
University of Abertay Dundee,4FT Hon BSc,A30,Forensic Psychobiology,A30-B130,B130
University of Abertay Dundee,4FT Hon BSc,A30,Forensic Sciences,A30-F410,F410
University of Abertay Dundee,2FT Dip DipHE,A30,Forensic Studies,A30-F411,F411
University of Abertay Dundee,4FT Hon BA,A30,Game Design and Production Management,A30-G452,G452
University of Abertay Dundee,1FT Ord BA,A30,Golf Management (Top-Up),A30-N870,N870
University of Abertay Dundee,4FT Hon BA,A30,Human Resource Management,A30-N600,N600
University of Abertay Dundee,4FT Hon BA,A30,International Management,A30-N202,N202
University of Abertay Dundee,4FT Hon LLB,A30,Law,A30-M114,M114
University of Abertay Dundee,4FT Hon BA,A30,Management,A30-N201,N201
University of Abertay Dundee,4FT Hon BA,A30,Marketing and Business,A30-NN15,NN15
University of Abertay Dundee,4FT Hon BA,A30,"Media, Culture and Society",A30-LL36,LL36
University of Abertay Dundee,1FT Hon BSc,A30,Medical Biotechnology (Top-Up),A30-C9B9,C9B9
University of Abertay Dundee,4FT Hon BA,A30,Mental Health and Counselling,A30-CL85,CL85
University of Abertay Dundee,4FT Hon BSc,A30,Mental Health Nursing,A30-B760,B760
University of Abertay Dundee,4FT Hon BSc,A30,Nursing,A30-B700,B700
